YEAR,LOCATION,"STATE ANSI","ASD CODE","COUNTY ANSI","REFERENCE PERIOD",COMMODITY,"AREA PLANTED, LONG GRAIN in ACRES","AREA PLANTED, MEDIUM GRAIN in ACRES","AREA PLANTED, SHORT GRAIN in ACRES","AREA PLANTED in ACRES","AREA HARVESTED, LONG GRAIN in ACRES","AREA HARVESTED, MEDIUM GRAIN in ACRES","AREA HARVESTED in ACRES","AREA HARVESTED, SHORT GRAIN in ACRES","PRODUCTION in $","PRODUCTION, SHORT GRAIN in CWT","PRODUCTION, LONG GRAIN in CWT","PRODUCTION in CWT","PRODUCTION, MEDIUM GRAIN in CWT","YIELD, SHORT GRAIN in LB / ACRE","YIELD, MEDIUM GRAIN in LB / ACRE","YIELD, LONG GRAIN in LB / ACRE","YIELD in LB / ACRE","PRICE RECEIVED in $ / CWT","PRICE RECEIVED, MEDIUM-SHORT GRAIN in $ / CWT","PRICE RECEIVED, LONG GRAIN in $ / CWT","YIELD in LB / NET PLANTED ACRE"
1989,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7.54," "," "," "
1990,TEXAS,48,"  ","   ",YEAR,RICE,"345,000","10,000"," ","355,000","343,000","10,000","353,000"," ","156,944,000"," ","20,690,000","21,180,000","490,000"," ","4,900","6,030","6,000"," "," "," "," "
1990,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7.21," "," "," "
1990,MISSOURI,29,"  ","   ",YEAR,RICE,"91,000","1,000"," ","92,000","79,000","1,000","80,000"," ","27,110,000"," ","3,713,000","3,760,000","47,000"," ","4,700","4,700","4,700"," "," "," ",409
1990,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",6.99," "," "," "
1990,MISSISSIPPI,28,"  ","   ",YEAR,RICE,"255,000"," "," ","255,000","250,000"," ","250,000"," ","99,608,000"," ","14,250,000","14,250,000"," "," "," ","5,700","5,700"," "," "," "," "
1990,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",6.73," "," "," "
1990,LOUISIANA,22,"  ","   ",YEAR,RICE,"310,000","245,000"," ","555,000","304,000","241,000","545,000"," ","178,136,000"," ","14,805,000","26,469,000","11,664,000"," ","4,840","4,870","4,860"," "," "," ",477
1990,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.93," "," "," "
1990,CALIFORNIA,06,"  ","   ",YEAR,RICE,"18,000","370,000","12,000","400,000","18,000","365,000","395,000","12,000","180,444,000","900,000","1,314,000","30,429,000","28,215,000","7,500","7,730","7,300","7,700"," "," "," "," "
1990,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",6.75," "," "," "
1990,ARKANSAS,05,"  ","   ",YEAR,RICE,"1,110,000","129,000","1,000","1,240,000","1,071,000","128,000","1,200,000","1,000","405,000,000","54,000","53,034,000","60,000,000","6,912,000","5,400","5,400","4,950","5,000"," "," "," ",484
1990,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7.41," "," "," "
1991,TEXAS,48,"  ","   ",YEAR,RICE,"337,000","8,000"," ","345,000","335,000","8,000","343,000"," ","167,727,000"," ","20,180,000","20,580,000","400,000"," ","5,000","6,024","6,000"," "," "," "," "
1991,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",8.15," "," "," "
1991,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",8.48," "," "," "
1991,MISSISSIPPI,28,"  ","   ",YEAR,RICE,"225,000"," "," ","225,000","220,000"," ","220,000"," ","104,474,000"," ","12,320,000","12,320,000"," "," "," ","5,600","5,600"," "," "," "," "
1991,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7.67," "," "," "
1991,LOUISIANA,22,"  ","   ",YEAR,RICE,"290,000","270,000"," ","560,000","250,000","260,000","510,000"," ","189,717,000"," ","12,500,000","24,735,000","12,235,000"," ","4,706","5,000","4,850"," "," "," "," "
1991,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",6.65," "," "," "
1991,CALIFORNIA,06,"  ","   ",YEAR,RICE,"16,000","332,000","9,000","357,000","16,000","331,000","356,000","9,000","201,229,000","693,000","1,168,000","30,260,000","28,399,000","7,700","8,580","7,300","8,500"," "," "," "," "
1991,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7.69," "," "," "
1991,ARKANSAS,05,"  ","   ",YEAR,RICE,"1,149,000","150,000","1,000","1,300,000","1,111,000","148,000","1,260,000","1,000","513,538,000","60,000","58,328,000","66,780,000","8,392,000","6,000","5,670","5,250","5,300"," "," "," "," "
1991,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7.81," "," "," "
1991,MISSOURI,29,"  ","   ",YEAR,RICE,"96,000","1,000"," ","97,000","91,000","1,000","92,000"," ","36,645,000"," ","4,641,000","4,692,000","51,000"," ","5,100","5,100","5,100"," "," "," "," "
1992,CALIFORNIA,06,"  ","   ",YEAR,RICE,"15,000","369,000","12,000","396,000","15,000","367,000","394,000","12,000","188,884,000","948,000","1,200,000","33,490,000","31,342,000","7,900","8,540","8,000","8,500"," "," "," "," "
1992,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.91," "," "," "
1992,MISSISSIPPI,28,"  ","   ",YEAR,RICE,"280,000"," "," ","280,000","275,000"," ","275,000"," ","91,229,000"," ","15,675,000","15,675,000"," "," "," ","5,700","5,700"," "," "," "," "
1992,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.88," "," "," "
1992,LOUISIANA,22,"  ","   ",YEAR,RICE,"410,000","220,000"," ","630,000","405,000","215,000","620,000"," ","169,614,000"," ","19,278,000","28,846,000","9,568,000"," ","4,450","4,760","4,650"," "," "," "," "
1992,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.64," "," "," "
1992,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.82," "," "," "
1992,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.93," "," "," "
1992,ARKANSAS,05,"  ","   ",YEAR,RICE,"1,249,000","150,000","1,000","1,400,000","1,230,000","149,000","1,380,000","1,000","450,170,000","62,000","66,912,000","75,914,000","8,940,000","6,200","6,000","5,440","5,500"," "," "," "," "
1992,TEXAS,48,"  ","   ",YEAR,RICE,"338,000","15,000"," ","353,000","336,000","15,000","351,000"," ","125,603,000"," ","19,622,000","20,357,000","735,000"," ","4,900","5,840","5,800"," "," "," "," "
1992,MISSOURI,29,"  ","   ",YEAR,RICE,"116,000","1,000"," ","117,000","111,000","1,000","112,000"," ","31,772,000"," ","5,328,000","5,376,000","48,000"," ","4,800","4,800","4,800"," "," "," "," "
1992,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",6.17," ",6.17," "
1993,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",8.03," "," "," "
1993,MISSOURI,29,"  ","   ",YEAR,RICE,"105,000"," "," ","105,000","93,000"," ","93,000"," ","36,593,000"," ","4,557,000","4,557,000"," "," "," ","4,900","4,900"," "," "," "," "
1993,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",8.37," "," "," "
1993,MISSISSIPPI,28,"  ","   ",YEAR,RICE,"250,000"," "," ","250,000","245,000"," ","245,000"," ","108,684,000"," ","12,985,000","12,985,000"," "," "," ","5,300","5,300"," "," "," "," "
1993,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7.65," "," "," "
1993,LOUISIANA,22,"  ","   ",YEAR,RICE,"325,000","220,000"," ","545,000","315,000","215,000","530,000"," ","184,426,000"," ","14,648,000","24,108,000","9,460,000"," ","4,400","4,650","4,550"," "," "," "," "
1993,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7.6," "," "," "
1993,CALIFORNIA,06,"  ","   ",YEAR,RICE,"14,000","413,000","13,000","440,000","14,000","410,000","437,000","13,000","299,961,000","1,014,000","1,145,000","36,271,000","34,112,000","7,800","8,320","8,180","8,300"," "," "," "," "
1993,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7.97," "," "," "
1993,ARKANSAS,05,"  ","   ",YEAR,RICE,"1,115,000","162,000","3,000","1,280,000","1,070,000","157,000","1,230,000","3,000","494,889,000","159,000","53,928,000","62,094,000","8,007,000","5,300","5,100","5,040","5,050"," "," "," "," "
1993,TEXAS,48,"  ","   ",YEAR,RICE,"293,000","7,000"," ","300,000","291,000","7,000","298,000"," ","122,322,000"," ","15,801,000","16,095,000","294,000"," ","4,200","5,430","5,400"," "," "," "," "
1993,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",8.27," "," "," "
1994,TEXAS,48,"  ","   ",YEAR,RICE,"340,000","15,000"," ","355,000","339,000","15,000","354,000"," ","151,314,000"," ","20,442,000","21,252,000","810,000"," ","5,400","6,030","6,000"," "," "," "," "
1994,MISSOURI,29,"  ","   ",YEAR,RICE,"130,000","1,000"," ","131,000","123,000","1,000","124,000"," ","43,331,000"," ","6,396,000","6,448,000","52,000"," ","5,200","5,200","5,200"," "," "," "," "
1994,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7," "," "," "
1994,MISSISSIPPI,28,"  ","   ",YEAR,RICE,"315,000"," "," ","315,000","313,000"," ","313,000"," ","129,269,000"," ","18,467,000","18,467,000"," "," "," ","5,900","5,900"," "," "," "," "
1994,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",6.71," "," "," "
1994,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",6.72," "," "," "
1994,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",6.97," "," "," "
1994,CALIFORNIA,06,"  ","   ",YEAR,RICE,"7,000","470,000","10,000","487,000","7,000","468,000","485,000","10,000","287,331,000","830,000","567,000","41,224,000","39,827,000","8,300","8,510","8,100","8,500"," "," "," "," "
1994,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",6.52," "," "," "
1994,ARKANSAS,05,"  ","   ",YEAR,RICE,"1,218,000","220,000","2,000","1,440,000","1,200,000","218,000","1,420,000","2,000","527,729,000","114,000","68,160,000","80,940,000","12,666,000","5,700","5,810","5,680","5,700"," "," "," "," "
1994,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7.12," "," "," "
1994,LOUISIANA,22,"  ","   ",YEAR,RICE,"400,000","225,000"," ","625,000","397,000","223,000","620,000"," ","197,596,000"," ","19,413,000","29,448,000","10,035,000"," ","4,500","4,890","4,750"," "," "," "," "
1995,TEXAS,48,"  ","   ",YEAR,RICE,"310,000","10,000"," ","320,000","308,000","10,000","318,000"," ","173,213,000"," ","17,402,000","17,802,000","400,000"," ","4,000","5,650","5,600"," "," "," "," "
1995,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",9.06," "," "," "
1995,MISSOURI,29,"  ","   ",YEAR,RICE,"119,000"," "," ","119,000","112,000"," ","112,000"," ","53,780,000"," ","5,936,000","5,936,000"," "," "," ","5,300","5,300"," "," "," "," "
1995,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",9.25," "," "," "
1995,MISSISSIPPI,28,"  ","   ",YEAR,RICE,"290,000"," "," ","290,000","288,000"," ","288,000"," ","143,856,000"," ","15,552,000","15,552,000"," "," "," ","5,400","5,400"," "," "," "," "
1995,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",9.09," "," "," "
1995,LOUISIANA,22,"  ","   ",YEAR,RICE,"460,000","115,000"," ","575,000","456,000","114,000","570,000"," ","238,240,000"," ","21,022,000","26,209,000","5,187,000"," ","4,550","4,610","4,600"," "," "," "," "
1995,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",8.79," "," "," "
1995,CALIFORNIA,06,"  ","   ",YEAR,RICE,"8,000","449,000","10,000","467,000","8,000","447,000","465,000","10,000","310,744,000","780,000","600,000","35,352,000","33,972,000","7,800","7,600","7,500","7,600"," "," "," "," "
1995,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",9.14," "," "," "
1995,ARKANSAS,05,"  ","   ",YEAR,RICE,"1,148,000","200,000","2,000","1,350,000","1,140,000","198,000","1,340,000","2,000","667,403,000","120,000","61,218,000","73,020,000","11,682,000","6,000","5,900","5,370","5,450"," "," "," "," "
1995,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",9.73," "," "," "
1996,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7.91," "," "," "
1996,TEXAS,48,"  ","   ",YEAR,RICE,"290,000","10,000"," ","300,000","288,000","10,000","298,000"," ","199,422,000"," ","17,885,000","18,465,000","580,000"," ","5,800","6,210","6,200"," "," "," "," "
1996,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",10.5," "," "," "
1996,MISSISSIPPI,28,"  ","   ",YEAR,RICE,"210,000"," "," ","210,000","208,000"," ","208,000"," ","131,040,000"," ","12,480,000","12,480,000"," "," "," ","6,000","6,000"," "," "," "," "
1996,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",10.6," "," "," "
1996,LOUISIANA,22,"  ","   ",YEAR,RICE,"465,000","70,000"," ","535,000","463,000","70,000","533,000"," ","275,356,000"," ","22,687,000","25,977,000","3,290,000"," ","4,700","4,900","4,870"," "," "," "," "
1996,MISSOURI,29,"  ","   ",YEAR,RICE,"95,000","2,000"," ","97,000","93,000","2,000","95,000"," ","54,312,000"," ","5,162,000","5,273,000","111,000"," ","5,550","5,550","5,550"," "," "," "," "
1996,CALIFORNIA,06,"  ","   ",YEAR,RICE,"5,000","484,000","13,000","502,000","5,000","482,000","500,000","13,000","296,301,000","949,000","360,000","37,459,000","36,150,000","7,300","7,500","7,200","7,490"," "," "," "," "
1996,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",10.2," "," "," "
1996,ARKANSAS,05,"  ","   ",YEAR,RICE,"918,000","260,000","2,000","1,180,000","910,000","258,000","1,170,000","2,000","733,839,000","120,000","55,055,000","71,945,000","16,770,000","6,000","6,500","6,050","6,150"," "," "," "," "
1996,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",10.3," "," "," "
1996,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",10.8," "," "," "
1997,TEXAS,48,"  ","   ",YEAR,RICE,"255,000","5,000"," ","260,000","254,000","5,000","259,000"," ","155,216,000"," ","13,970,000","14,240,000","270,000"," ","5,400","5,500","5,500"," "," "," "," "
1997,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",10," "," "," "
1997,MISSOURI,29,"  ","   ",YEAR,RICE,"120,000","2,000"," ","122,000","115,000","2,000","117,000"," ","62,010,000"," ","6,095,000","6,201,000","106,000"," ","5,300","5,300","5,300"," "," "," "," "
1997,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",10.4," "," "," "
1997,MISSISSIPPI,28,"  ","   ",YEAR,RICE,"240,000"," "," ","240,000","238,000"," ","238,000"," ","143,562,000"," ","13,804,000","13,804,000"," "," "," ","5,800","5,800"," "," "," "," "
1997,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",10.2," "," "," "
1997,LOUISIANA,22,"  ","   ",YEAR,RICE,"535,000","50,000"," ","585,000","533,000","50,000","583,000"," ","275,206,000"," ","24,731,000","26,981,000","2,250,000"," ","4,500","4,640","4,630"," "," "," "," "
1997,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7.95," "," "," "
1997,CALIFORNIA,06,"  ","   ",YEAR,RICE,"9,000","493,000","16,000","518,000","9,000","491,000","516,000","16,000","338,241,000","1,296,000","693,000","42,546,000","40,557,000","8,100","8,260","7,700","8,250"," "," "," "," "
1997,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",9.87," "," "," "
1997,ARKANSAS,05,"  ","   ",YEAR,RICE,"1,168,000","230,000","2,000","1,400,000","1,160,000","228,000","1,390,000","2,000","781,901,000","120,000","65,192,000","79,220,000","13,908,000","6,000","6,100","5,620","5,700"," "," "," "," "
1997,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",10.9," "," "," "
1998,LOUISIANA,22,"  ","   ",YEAR,RICE,"595,000","30,000"," ","625,000","590,000","30,000","620,000"," ","249,309,000"," ","26,727,000","28,107,000","1,380,000"," ","4,600","4,530","4,530"," "," "," "," "
1998,TEXAS,48,"  ","   ",YEAR,RICE,"280,000","5,000"," ","285,000","278,000","5,000","283,000"," ","147,685,000"," ","15,596,000","15,846,000","250,000"," ","5,000","5,610","5,600"," "," "," "," "
1998,MISSOURI,29,"  ","   ",YEAR,RICE,"142,000","3,000"," ","145,000","140,000","3,000","143,000"," ","65,065,000"," ","7,280,000","7,436,000","156,000"," ","5,200","5,200","5,200"," "," "," "," "
1998,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",8.99," "," "," "
1998,MISSISSIPPI,28,"  ","   ",YEAR,RICE,"270,000"," "," ","270,000","268,000"," ","268,000"," ","139,741,000"," ","15,544,000","15,544,000"," "," "," ","5,800","5,800"," "," "," "," "
1998,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",8.87," "," "," "
1998,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",8.75," "," "," "
1998,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",9.19," "," "," "
1998,CALIFORNIA,06,"  ","   ",YEAR,RICE,"9,000","420,000","31,000","460,000","9,000","418,000","458,000","31,000","288,437,000","1,631,000","537,000","31,386,000","29,218,000","5,260","6,990","5,970","6,850"," "," "," "," "
1998,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",8.87," "," "," "
1998,ARKANSAS,05,"  ","   ",YEAR,RICE,"1,293,000","205,000","2,000","1,500,000","1,283,000","200,000","1,485,000","2,000","763,920,000","80,000","73,644,000","86,124,000","12,400,000","4,000","6,200","5,740","5,800"," "," "," "," "
1998,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",9.32," "," "," "
1999,MISSOURI,29,"  ","   ",YEAR,RICE,"184,000","2,000"," ","186,000","182,000","2,000","184,000"," ","55,642,000"," ","9,828,000","9,936,000","108,000"," ","5,400","5,400","5,400"," "," "," "," "
1999,TEXAS,48,"  ","   ",YEAR,RICE,"254,000","6,000"," ","260,000","253,000","6,000","259,000"," ","92,243,000"," ","14,978,000","15,272,000","294,000"," ","4,900","5,920","5,900"," "," "," "," "
1999,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.6," "," "," "
1999,MISSISSIPPI,28,"  ","   ",YEAR,RICE,"325,000"," "," ","325,000","323,000"," ","323,000"," ","100,193,000"," ","18,250,000","18,250,000"," "," "," ","5,650","5,650"," "," "," "," "
1999,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.49," "," "," "
1999,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",6.04," "," "," "
1999,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.99," "," "," "
1999,LOUISIANA,22,"  ","   ",YEAR,RICE,"585,000","35,000"," ","620,000","581,000","35,000","616,000"," ","184,642,000"," ","29,050,000","30,825,000","1,775,000"," ","5,070","5,000","5,000"," "," "," "," "
1999,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",6.97," "," "," "
1999,CALIFORNIA,06,"  ","   ",YEAR,RICE,"5,000","455,000","50,000","510,000","5,000","450,000","505,000","50,000","255,729,000","3,500,000","340,000","36,690,000","32,850,000","7,000","7,300","6,800","7,270"," "," "," "," "
1999,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.71," "," "," "
1999,ARKANSAS,05,"  ","   ",YEAR,RICE,"1,378,000","250,000","2,000","1,630,000","1,374,000","249,000","1,625,000","2,000","542,758,000","124,000","79,417,000","95,054,000","15,513,000","6,200","6,230","5,780","5,850"," "," "," "," "
2000,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.82," "," "," "
2000,TEXAS,48,"  ","   ",YEAR,RICE,"210,000","5,000"," ","215,000","209,000","5,000","214,000"," ","83,470,000"," ","14,087,000","14,342,000","255,000"," ","5,100","6,740","6,700"," "," "," "," "
2000,MISSOURI,29,"  ","   ",YEAR,RICE,"169,000","1,000"," ","170,000","168,000","1,000","169,000"," ","52,018,000"," ","9,576,000","9,633,000","57,000"," ","5,700","5,700","5,700"," "," "," "," "
2000,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.68," "," "," "
2000,MISSISSIPPI,28,"  ","   ",YEAR,RICE,"220,000"," "," ","220,000","218,000"," ","218,000"," ","73,056,000"," ","12,862,000","12,862,000"," "," "," ","5,900","5,900"," "," "," "," "
2000,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.82," "," "," "
2000,LOUISIANA,22,"  ","   ",YEAR,RICE,"460,000","25,000"," ","485,000","455,000","25,000","480,000"," ","142,020,000"," ","23,114,000","24,402,000","1,288,000"," ","5,150","5,080","5,080"," "," "," "," "
2000,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.99," "," "," "
2000,CALIFORNIA,06,"  ","   ",YEAR,RICE,"9,000","507,000","34,000","550,000","9,000","505,000","548,000","34,000","217,170,000","2,482,000","639,000","43,521,000","40,400,000","7,300","8,000","7,100","7,940"," "," "," "," "
2000,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.6," "," "," "
2000,ARKANSAS,05,"  ","   ",YEAR,RICE,"1,138,000","280,000","2,000","1,420,000","1,130,000","278,000","1,410,000","2,000","482,227,000","120,000","68,478,000","86,112,000","17,514,000","6,000","6,300","6,060","6,110"," "," "," "," "
2000,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.4," "," "," "
2001,TEXAS,48,"  ","   ",YEAR,RICE,"215,000","1,000"," ","216,000","215,000","1,000","216,000"," ","68,182,000"," ","14,728,000","14,790,000","62,000"," ","6,200","6,850","6,850"," "," "," "," "
2001,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",3.7," "," "," "
2001,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.15," "," "," "
2001,MISSISSIPPI,28,"  ","   ",YEAR,RICE,"255,000"," "," ","255,000","253,000"," ","253,000"," ","69,297,000"," ","16,698,000","16,698,000"," "," "," ","6,600","6,600"," "," "," "," "
2001,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.47," "," "," "
2001,LOUISIANA,22,"  ","   ",YEAR,RICE,"540,000","8,000"," ","548,000","538,000","8,000","546,000"," ","134,163,000"," ","29,590,000","30,014,000","424,000"," ","5,300","5,500","5,500"," "," "," "," "
2001,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.28," "," "," "
2001,CALIFORNIA,06,"  ","   ",YEAR,RICE,"13,000","435,000","25,000","473,000","13,000","433,000","471,000","25,000","203,227,000","1,550,000","1,001,000","38,490,000","35,939,000","6,200","8,300","7,700","8,170"," "," "," "," "
2001,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",3.93," "," "," "
